User_ID,Age,Gen,BSR,Win,EDA_Mean,EDA_Std,SCL_Tonic,SCR_Peaks,SCR_Amp,Slope_Max,Entropy,Motion
U_03,45,M,0.4133,1,5.3014,0.1947,5.2906,0,0.0,0.1964,1.1537,0
U_03,45,M,0.3318,2,5.2424,0.3446,5.2239,0,0.0,0.0654,0.4096,0
U_03,45,M,0.5536,3,5.1924,0.1882,5.2057,0,0.0,0.0103,0.8817,0
U_03,45,M,0.2277,4,5.1591,0.2906,5.1625,0,0.0,0.2416,0.6808,0
U_03,45,M,0.2922,5,5.1124,0.3232,5.1263,0,0.0,0.2506,1.0242,0
U_03,45,M,0.5543,6,5.1496,0.3175,5.1536,0,0.0,0.15,1.0545,0
U_03,45,M,0.3697,7,5.0287,0.3693,5.017,0,0.0,0.096,0.9484,0
U_03,45,M,0.4373,8,4.8971,0.0822,4.8791,0,0.0,0.1089,0.7103,0
U_03,45,M,0.5454,9,4.8463,0.3589,4.8394,0,0.0,0.1798,0.4886,0
U_03,45,M,0.4577,10,4.8757,0.4368,4.8483,0,0.0,0.0793,0.4814,0
U_03,45,M,0.3171,11,4.8097,0.2004,4.8125,0,0.0,0.1795,1.0681,0
U_03,45,M,0.4688,12,4.8171,0.3599,4.8516,0,0.0,0.2067,1.1448,0
U_03,45,M,0.5476,13,4.7992,0.1832,4.8383,0,0.0,0.1312,0.7692,0
U_03,45,M,0.4867,14,4.9066,0.2353,4.9158,0,0.0,0.0911,0.7339,0
U_03,45,M,0.4296,15,4.938,0.1381,4.9462,0,0.0,0.2862,1.0809,0
U_03,45,M,0.3233,16,5.041,0.1428,5.0514,0,0.0,0.0127,0.5557,0
U_03,45,M,0.3646,17,4.9818,0.1716,4.9928,0,0.0,0.0763,1.0744,0
U_03,45,M,0.4574,18,3.8116,1.6697,5.1145,0,0.0,2.7291,1.9516,1
U_03,45,M,0.39,19,5.1677,0.3613,5.1596,0,0.0,0.2183,0.4118,0
U_03,45,M,0.4213,20,5.1949,0.3858,5.171,0,0.0,0.2021,0.8311,0
U_03,45,M,0.2763,21,5.1333,0.3609,5.1073,0,0.0,0.1719,0.7976,0
U_03,45,M,0.4616,22,5.0928,0.4267,5.1108,0,0.0,0.2172,0.7838,0
U_03,45,M,0.4623,23,5.0688,0.3629,5.0815,0,0.0,0.0878,0.9532,0
U_03,45,M,0.2904,24,5.1085,0.3064,5.1005,0,0.0,0.2214,0.5725,0
U_03,45,M,0.5192,25,5.0502,0.199,5.0546,0,0.0,0.1823,0.68,0
U_03,45,M,0.3951,26,5.0191,0.1887,5.0134,0,0.0,0.0677,0.4552,0
U_03,45,M,0.2326,27,7.8583,1.841,4.9332,0,0.0,2.5781,1.2344,1
U_03,45,M,0.2785,28,4.9131,0.3133,4.9119,0,0.0,0.1191,0.5811,0
U_03,45,M,0.2435,29,4.8761,0.3707,4.878,0,0.0,0.1577,0.6032,0
U_03,45,M,0.5078,30,4.8741,0.2015,4.864,0,0.0,0.1496,0.5945,0
U_03,45,M,0.4545,31,4.8334,0.4144,4.8034,0,0.0,0.1163,0.7221,0
